producto_id,fecha_snapshot,stock_actual
PROD003,2024-09-02,138
PROD003,2024-08-27,97
PROD003,2024-08-14,107
PROD003,2024-02-11,190
PROD003,05 - March - 2024,70
PROD003,2024-12-14,90
PROD003,2025-03-20,113
PROD003,2024-10-04,156
PROD003,2024-04-04,85
PROD003,2025-11-05,54
PROD003,2024-05-27,147
PROD003,20250529,82
PROD003,2025-12-05,73
PROD003,2025-02-04,86
PROD003,2025-10-18,76
PROD003,25 - March - 2024,112
PROD003,2025-10-27,124
PROD003,2025-06-21,99
PROD003,2025-12-26,92
PROD003,2025-07-07,130
PROD003,20241209,77
PROD003,2024-10-17,76
PROD003,2024-03-22,100
PROD003,2025-11-27,60
PROD003,2025-02-25,56
PROD003,2024-05-23,84
PROD003,2025-04-25,90
PROD003,2025-02-05,132
PROD003,2025-05-30,94
PROD003,2025-06-16,84
PROD003,2025-05-14,65
PROD003,2025-08-17,127
PROD003,2024-01-22,81
PROD003,2025-11-06,74
PROD003,2025-08-04,95
PROD003,2025-08-23,129
PROD003,20250915,110
PROD003,2025-11-20,114
PROD003,2024-11-02,80
PROD003,2025-06-18,119
PROD003,2025-07-27,122
PROD003,2024-10-28,113
PROD003,2025-02-01,125
PROD003,2024-05-24,159
PROD003,2024-06-26,138
PROD003,20250321,72
PROD003,20240220,76
PROD003,2025-05-05,126
PROD003,2024-03-31,108
PROD003,2024-03-03,149
PROD003,2024-01-20,134
PROD003,2024-01-31,84
PROD003,2025-05-29,62
PROD003,2024-02-26,125
PROD003,2025-10-30,80
PROD003,2025-05-12,89
PROD003,2024-06-07,80
PROD003,25 - December - 2025,98
PROD003,2024-11-22,119
PROD003,20240828,92
PROD003,2024-11-11,103
PROD003,2025-01-28,95
PROD003,2024-02-14,125
PROD003,20241116,133
PROD003,2024-06-23,128
PROD003,2025-06-14,147
PROD003,20240924,59
PROD003,2025-07-10,134
PROD003,2024-11-26,86
PROD003,2024-06-13,90
PROD003,2024-12-13,47
PROD003,2025-05-16,115
PROD003,2025-08-10,62
PROD003,2024-03-21,114
PROD003,20250919,70
PROD003,20251224,112
PROD003,2025-09-26,133
PROD003,2024-12-09,111
PROD003,2025-07-29,93
PROD003,23 - November - 2025,102
PROD003,2025-09-20,59
PROD003,2024-05-11,87
PROD003,2024-04-15,108
PROD003,2025-05-14,55
PROD003,2024-08-17,39
PROD003,2025-05-23,118
PROD003,2025-12-22,88
PROD003,2024-12-14,104
PROD003,2025-07-16,118
PROD003,2024-02-09,101
PROD003,2024-07-31,121
PROD003,2025-01-17,78
PROD003,2024-04-10,105
PROD003,2025-12-28,45
PROD003,2024-09-22,99
PROD003,2024-08-14,63
PROD003,2025-02-17,157
PROD003,20251029,89
PROD003,2024-05-26,74
PROD003,2025-08-22,91
PROD003,2025-05-26,91
PROD003,2025-02-25,56
PROD003,20240503,129
PROD003,2025-10-09,133
PROD003,20250218,157
PROD003,2024-07-18,135
PROD003,2025-07-07,128
PROD003,2025-07-15,113
PROD003,2025-04-11,110
PROD003,2024-10-20,96
PROD003,2024-04-16,-106
PROD003,27 - July - 2025,108
PROD003,2024-03-06,107
PROD003,20241209,128
PROD003,2025-10-28,74
PROD003,2025-01-14,111
PROD003,2025-04-09,91
PROD003,2025-08-02,116
PROD003,2025-08-06,141
PROD003,2025-02-08,111
PROD003,2025-08-16,145
PROD003,21 - January - 2024,136
PROD003,2024-03-05,127
PROD003,2025-01-30,123
PROD003,2025-03-06,74
PROD003,20250502,107
PROD003,15 - December - 2024,137
PROD003,10 - July - 2025,160
PROD003,2024-08-20,59
PROD003,20250710,52
PROD003,2024-11-10,70
PROD003,2025-05-04,99
PROD003,2025-06-23,166
PROD003,06 - May - 2024,100
PROD003,2024-09-25,88
PROD003,2025-02-14,66
PROD003,19 - November - 2024,101
PROD003,2024-08-20,177
PROD003,2024-04-14,76
PROD003,2025-05-31,80
PROD003,21 - August - 2025,126
PROD003,20240812,140
PROD003,2025-06-03,84
PROD003,2025-10-24,103
PROD003,2024-02-28,211
PROD003,03 - September - 2025,123
PROD003,2025-10-28,103
PROD003,2025-05-10,120
PROD003,2024-03-05,128
PROD003,2024-11-28,99
PROD003,20 - February - 2024,90
PROD003,2024-06-22,59
PROD003,2024-10-13,62
PROD003,2024-03-07,65
PROD003,2025-10-06,128
PROD003,18 - March - 2025,144
PROD003,2024-10-16,66
PROD003,2025-10-27,122
PROD003,2025-05-02,65
PROD003,20250519,45
PROD003,2024-04-12,158
PROD003,2024-02-21,69
PROD003,2024-11-19,99
PROD003,03 - January - 2025,42
PROD003,2025-07-27,127
PROD003,16 - September - 2025,93
PROD003,2025-02-12,103
PROD003,2024-07-21,105
PROD003,2024-05-04,69
PROD003,2025-03-30,77
PROD003,2025-03-02,62
PROD003,2025-08-01,111
PROD003,2024-11-12,104
PROD003,2024-07-25,99
PROD003,2024-10-14,122
PROD003,2024-04-02,110
PROD003,2025-06-20,95
PROD003,2024-07-28,123
PROD003,2025-05-09,80
PROD003,20251016,58
PROD003,2025-03-06,91
PROD003,2025-04-02,80
PROD003,2024-12-17,135
PROD003,2024-12-16,121
PROD003,2025-12-21,72
PROD003,20240514,68
PROD003,15 - August - 2024,81
PROD003,2024-04-02,96
PROD003,2024-03-11,99
PROD003,2024-08-31,81
PROD003,2025-11-13,106
PROD003,29 - June - 2024,77
PROD003,2025-08-26,148
PROD003,2025-11-25,93
PROD003,2024-11-08,124
PROD003,2025-02-20,127
PROD003,2025-05-19,97
PROD003,2025-07-27,84
PROD003,2024-12-12,58
PROD003,2024-01-30,75
PROD003,2024-07-09,93
PROD003,20251206,75
PROD003,2025-05-24,87
PROD003,20250815,154
PROD003,2025-10-25,91
PROD003,17 - October - 2024,112
PROD003,2024-09-09,127
PROD003,2024-03-20,150
PROD003,2025-07-25,114
PROD003,2024-02-20,22
PROD003,2024-04-20,106
PROD003,2024-10-03,68
PROD003,31 - January - 2025,81
PROD003,2024-08-18,98
PROD003,2024-04-01,127
PROD003,2025-12-27,99
PROD003,20251120,72
PROD003,2025-09-23,128
PROD003,20250817,73
PROD003,2024-07-12,23
PROD003,2024-07-29,81
PROD003,2024-03-20,74
PROD003,2025-12-22,103
PROD003,20250520,126
PROD003,2025-06-30,73
PROD003,2024-10-16,101
PROD003,2025-03-15,140
PROD003,2025-10-05,70
PROD003,2025-07-17,105
PROD003,2024-07-04,166
PROD003,2024-11-28,110
PROD003,2025-10-24,94
PROD003,2024-04-23,116
PROD003,2025-12-12,126
PROD003,2024-12-04,104
PROD003,2024-02-20,153
PROD003,2024-02-04,88
PROD003,2024-07-08,79
PROD003,2025-06-15,111
PROD003,2025-03-23,-94
PROD003,2024-12-27,137
PROD003,2024-05-05,130
PROD003,02 - July - 2025,107
PROD003,04 - June - 2025,117
PROD003,21 - November - 2025,88
PROD003,2025-08-29,108
PROD003,2024-07-03,39
PROD003,2024-09-09,140
PROD003,2024-08-14,112
PROD003,2025-01-17,116
PROD003,30 - April - 2025,98
PROD003,06 - February - 2025,105
PROD003,2025-01-24,94
PROD003,20 - December - 2025,116
PROD003,2024-08-10,97
PROD003,2024-11-07,97
PROD003,2025-04-19,29
PROD003,2025-02-14,109
PROD003,2025-09-04,115
PROD003,2025-11-26,122
PROD003,2025-03-06,116
PROD003,20251022,41
PROD003,2025-09-03,103
PROD003,20250426,52
PROD003,2025-12-21,98
PROD003,2025-12-22,85
PROD003,2025-12-14,131
PROD003,2024-08-24,107
PROD003,2025-11-13,131
PROD003,2025-06-11,52
PROD003,2024-09-09,86
PROD003,01 - September - 2025,35
PROD003,2024-03-14,143
PROD003,2025-02-11,132
PROD003,20251114,149
PROD003,2025-03-13,137
PROD003,2025-06-11,103
PROD003,2025-03-25,88
PROD003,2024-05-31,117
PROD003,2025-09-16,89
PROD003,2024-02-16,118
PROD003,2024-06-21,90
PROD003,2025-12-28,126
PROD003,2024-10-31,73
PROD003,2024-04-09,124
PROD003,03 - September - 2024,65
PROD003,2025-03-17,92
PROD003,2025-01-08,57
PROD003,2024-10-28,94
PROD003,20250520,58
PROD003,2025-12-05,84
PROD003,2024-07-18,113
PROD003,2024-02-27,88
PROD003,2024-05-25,82
PROD003,2024-06-04,77
PROD003,2024-04-01,69
PROD003,20240721,67
PROD003,2024-05-05,122
PROD003,2024-02-19,136
PROD003,2024-02-13,99
PROD003,2025-01-30,132
PROD003,2025-10-02,152
PROD003,24 - September - 2025,95
PROD003,2025-05-04,84
PROD003,26 - November - 2025,84
PROD003,2024-07-22,114
PROD003,2025-07-11,176
PROD003,2025-03-20,54
PROD003,2024-03-16,167
PROD003,26 - April - 2025,83
PROD003,2024-05-18,92
PROD003,20240303,119
PROD003,2024-12-06,170
PROD003,27 - February - 2025,11
PROD003,2025-04-24,77
PROD003,2025-04-14,156
PROD003,2024-08-10,37
PROD003,2024-08-28,65
PROD003,2024-06-23,100
PROD003,2025-01-27,75
PROD003,2024-09-02,101
PROD003,20251010,112
PROD003,2025-02-20,-97
PROD003,26 - June - 2024,130
PROD003,2024-06-11,141
PROD003,2024-05-13,140
PROD003,2025-05-29,70
PROD003,18 - December - 2024,139
PROD003,2025-08-30,170
PROD003,2024-10-28,113
PROD003,2024-04-19,100
PROD003,2024-09-02,102
PROD003,2025-06-05,60
PROD003,2025-10-02,118
PROD003,2024-02-21,84
PROD003,2024-08-20,172
PROD003,2025-08-26,136
PROD003,2024-10-29,121
PROD003,20251118,112
PROD003,12 - November - 2025,36
PROD003,2024-03-01,139
PROD003,2024-07-06,0
PROD003,2024-11-11,84
PROD003,26 - November - 2024,97
PROD003,2024-12-16,106
PROD003,2025-09-21,162
PROD003,25 - September - 2024,145
PROD003,27 - May - 2024,42
PROD003,2024-10-14,75
PROD003,2025-10-23,151
PROD003,2025-03-25,98
PROD003,20250712,63
PROD003,2025-04-14,109
PROD003,20240214,114
PROD003,2024-03-23,-62
PROD003,2025-03-05,121
PROD003,20250801,46
PROD003,2025-04-16,149
PROD003,2024-04-14,128
PROD003,2025-01-10,132
PROD003,2024-07-22,101
PROD003,2024-02-13,143
PROD003,01 - November - 2025,113
PROD003,2024-11-14,143
PROD003,20251201,105
PROD003,2025-04-21,145
PROD003,2024-07-23,81
PROD003,2024-08-01,74
PROD003,2025-06-24,111
PROD003,2025-01-17,85
PROD003,2024-10-07,103
PROD003,2024-08-19,42
PROD003,2024-11-09,121
PROD003,2025-06-30,141
PROD003,2025-06-04,84
PROD003,2025-12-27,116
PROD003,2024-12-13,128
PROD003,2025-02-17,-135
PROD003,20251227,88
PROD003,2024-04-03,57
PROD003,2024-05-12,108
PROD003,2024-11-17,124
PROD003,2024-08-29,71
PROD003,20240221,137
PROD003,25 - August - 2024,116
PROD003,09 - June - 2025,82
PROD003,2024-12-29,153
PROD003,2024-02-19,87
PROD003,2024-09-29,42
PROD003,2024-12-16,131
PROD003,2025-03-19,75
PROD003,2024-04-11,91
PROD003,2025-01-19,86
PROD003,2025-08-29,130
PROD003,2025-01-24,110
PROD003,2025-05-10,67
PROD003,2024-03-02,66
PROD003,2025-04-05,62
PROD003,2024-05-25,89
PROD003,2024-10-30,135
PROD003,2024-12-08,96
PROD003,2024-03-07,-149
PROD003,2024-05-30,101
PROD003,2024-01-22,58
PROD003,2024-07-26,51
PROD003,2025-05-31,135
PROD003,20241012,119
PROD003,2024-08-22,76
PROD003,2025-06-13,56
PROD003,2025-11-30,73
PROD003,2024-06-02,123
PROD003,2024-08-09,134
PROD003,20241130,53
PROD003,2025-02-16,67
PROD003,2024-05-13,158
PROD003,2024-04-06,123
PROD003,2024-04-06,66
PROD003,2025-07-22,79
PROD003,20240414,147
PROD003,2025-02-22,85
PROD003,2025-02-08,89
PROD003,2025-03-01,88
PROD003,2024-01-18,89
PROD003,2024-10-31,126
PROD003,2024-07-07,109
PROD003,24 - November - 2024,126
PROD003,2025-03-03,80
PROD003,2024-09-18,32
PROD003,2024-10-26,84
PROD003,2024-01-28,93
PROD003,2024-05-07,114
PROD003,2025-03-22,91
PROD003,20251130,69
PROD003,2025-06-09,49
PROD003,25 - February - 2025,176
PROD003,2025-03-02,128
PROD003,2025-07-12,109
PROD003,2025-11-23,103
PROD003,2024-11-04,84
PROD003,2025-04-01,95
PROD003,2024-05-18,71
PROD003,2025-08-27,-101
PROD003,2025-07-23,123
PROD003,20240515,93
PROD003,2025-08-17,40
PROD003,20240302,115
PROD003,20240505,108
PROD003,22 - June - 2024,130
PROD003,2024-12-27,97
PROD003,2024-09-20,126
PROD003,2025-11-23,50
PROD003,20240718,69
PROD003,2025-02-16,90
PROD003,2025-04-22,101
PROD003,2025-07-29,128
PROD003,2024-07-20,109
PROD003,20240520,72
PROD003,2024-03-07,117
PROD003,2024-03-11,79
PROD003,2025-07-05,88
PROD003,2025-01-02,119
PROD003,2025-07-01,76
PROD003,2025-01-16,118
PROD003,2025-11-12,52
PROD003,2024-02-07,72
PROD003,2025-04-06,70
PROD003,20 - April - 2025,81
PROD003,2025-11-08,80
PROD003,2025-07-06,71
PROD003,2025-04-04,92
PROD003,2024-09-13,47
PROD003,2025-11-14,46
PROD003,2024-02-20,113
PROD003,07 - October - 2025,62
PROD003,2025-11-01,-84
PROD003,2024-09-21,101
PROD003,2025-11-01,153
PROD003,2024-07-15,99
PROD003,20240119,135
PROD003,2025-12-23,108
PROD003,2025-09-10,163
PROD003,2025-08-24,131
PROD003,2024-01-15,101
PROD003,2025-11-25,118
PROD003,12 - July - 2025,92
PROD003,2024-09-15,91
PROD003,20240711,161
PROD003,20241114,63
PROD003,2024-02-11,98
PROD003,2025-09-13,-111
PROD003,20240223,85
PROD003,2025-05-10,113
PROD003,20250428,91
PROD003,2024-03-20,118
PROD003,2025-09-23,65
PROD003,2024-12-20,78
PROD003,2024-04-16,74
PROD003,21 - July - 2024,54
PROD003,2024-11-24,139
PROD003,20251101,83
PROD004,2024-03-14,129
PROD004,2025-05-06,85
PROD004,24 - August - 2024,102
PROD004,2024-05-17,156
PROD004,2024-05-06,130
PROD004,2025-01-22,130
PROD004,2025-01-01,91
PROD004,20250928,61
PROD004,15 - September - 2025,69
PROD004,2024-12-06,91
PROD004,2025-07-20,146
PROD004,2024-02-02,-113
PROD004,2024-03-09,132
PROD004,2025-09-29,111
PROD004,2025-05-17,82
PROD004,2025-10-05,83
PROD004,2024-03-23,110
PROD004,2024-11-03,158
PROD004,2024-11-17,92
PROD004,2024-03-19,130
PROD004,2025-12-29,101
PROD004,2024-07-12,64
PROD004,2025-01-07,118
PROD004,2025-12-07,90
PROD004,2024-10-26,106
PROD004,2024-10-01,83
PROD004,2025-12-20,131
PROD004,2024-12-09,123
PROD004,2024-07-21,67
PROD004,2024-06-13,61
PROD004,2025-09-12,-95
PROD004,2025-06-29,79
PROD004,2024-01-03,111
PROD004,23 - February - 2024,120
PROD004,15 - October - 2025,165
PROD004,2025-10-05,94
PROD004,2025-10-05,56
PROD004,06 - July - 2024,84
PROD004,13 - July - 2025,55
PROD004,2024-05-17,77
PROD004,2024-09-09,106
PROD004,20240806,97
PROD004,2025-09-15,116
PROD004,2024-09-15,85
PROD004,2024-05-22,51
PROD004,20240229,153
PROD004,2025-02-23,88
PROD004,05 - April - 2025,26
PROD004,2025-04-12,103
PROD004,2024-09-04,109
PROD004,2024-08-28,49
PROD004,01 - October - 2024,95
PROD004,2025-09-06,110
PROD004,2025-03-01,129
PROD004,20241107,134
PROD004,20250622,115
PROD004,2024-01-26,127
PROD004,2024-03-13,129
PROD004,2024-04-19,108
PROD004,2025-08-22,142
PROD004,14 - May - 2024,139
PROD004,2025-09-18,19
PROD004,2025-06-06,48
PROD004,2025-05-14,108
PROD004,2024-04-06,97
PROD004,2024-10-01,71
PROD004,2025-08-28,108
PROD004,2025-01-02,139
PROD004,2024-03-10,85
PROD004,2025-01-22,91
PROD004,20250416,109
PROD004,20251202,115
PROD004,2025-07-09,112
PROD004,2024-11-30,45
PROD004,2025-02-17,151
PROD004,2024-03-01,118
PROD004,2025-06-29,178
PROD004,20240126,118
PROD004,11 - January - 2025,80
PROD004,2025-06-03,101
PROD004,2024-06-02,80
PROD004,2024-12-14,130
PROD004,2025-10-13,117
PROD004,27 - April - 2024,118
PROD004,2024-02-05,56
PROD004,25 - October - 2025,151
PROD004,12 - September - 2024,121
PROD004,20250804,25
PROD004,2024-07-14,101
PROD004,2025-09-05,120
PROD004,2025-01-18,103
PROD004,2024-11-24,142
PROD004,22 - March - 2024,82
PROD004,2024-05-20,111
PROD004,2024-04-02,78
PROD004,20240821,86
PROD004,2024-12-30,30
PROD004,2024-12-27,101
PROD004,2024-11-07,88
PROD004,2025-06-10,116
PROD004,2024-10-22,125
PROD004,2025-07-15,54
PROD004,20241124,-79
PROD004,2025-11-05,98
PROD004,2025-09-10,142
PROD004,2024-08-16,83
PROD004,2025-06-17,13
PROD004,2024-02-11,136
PROD004,2025-12-05,113
PROD004,2024-08-10,115
PROD004,2024-07-30,134
PROD004,2025-11-13,107
PROD004,2024-07-15,145
PROD004,2024-06-14,121
PROD004,20241024,117
PROD004,2025-09-22,72
PROD004,2025-10-02,64
PROD004,2025-04-27,139
PROD004,2025-09-22,62
PROD004,02 - November - 2025,153
PROD004,2025-09-01,130
PROD004,2025-02-20,90
PROD004,2024-01-28,85
PROD004,2024-07-19,166
PROD004,20251209,88
PROD004,2024-10-31,-67
PROD004,17 - June - 2025,123
PROD004,18 - March - 2024,120
PROD004,2024-12-13,98
PROD004,20251110,64
PROD004,2024-12-21,151
PROD004,2025-11-14,67
PROD004,20240205,92
PROD004,2024-06-16,84
PROD004,2025-02-04,72
PROD004,2025-11-18,49
PROD004,2024-04-23,56
PROD004,2025-02-04,80
PROD004,20250621,101
PROD004,2025-09-16,140
PROD004,2025-07-27,85
PROD004,2025-05-05,80
PROD004,2025-12-12,60
PROD004,2025-09-26,81
PROD004,20240525,98
PROD004,2025-04-24,89
PROD004,2024-04-13,85
PROD004,2025-01-24,110
PROD004,13 - August - 2024,122
PROD004,2024-02-18,-118
PROD004,2024-05-20,94
PROD004,2024-12-14,127
PROD004,2024-05-02,94
PROD004,2024-11-14,131
PROD004,2024-10-03,152
PROD004,2024-07-05,27
PROD004,20250726,107
PROD004,2025-10-22,142
PROD004,2024-03-25,108
PROD004,2024-06-17,143
PROD004,2024-04-06,123
PROD004,28 - July - 2025,86
PROD004,2025-04-15,126
PROD004,2025-08-09,52
PROD004,2024-04-06,92
PROD004,2024-03-15,102
PROD004,20250611,94
PROD004,2024-06-30,64
PROD004,2024-11-03,103
PROD004,27 - February - 2024,94
PROD004,2025-09-03,72
PROD004,2025-09-24,153
PROD004,2024-05-15,80
PROD004,2024-10-05,87
PROD004,2025-12-21,109
PROD004,2025-04-20,90
PROD004,2024-01-12,100
PROD004,2024-06-09,124
PROD004,20241012,54
PROD004,2025-05-31,143
PROD004,2025-08-03,86
PROD004,20251130,60
PROD004,2024-07-01,91
PROD004,2024-08-30,97
PROD004,27 - September - 2024,48
PROD004,2024-01-14,119
PROD004,2025-09-19,63
PROD004,2025-09-23,109
PROD004,2024-07-04,110
PROD004,2024-05-11,93
PROD004,2025-10-03,81
PROD004,2024-01-26,129
PROD004,2024-03-01,87
PROD004,2025-02-10,97
PROD004,20240531,81
PROD004,2025-07-10,85
PROD004,2024-01-01,74
PROD004,2025-02-07,96
PROD004,2024-09-09,98
PROD004,2025-02-20,85
PROD004,2024-06-29,80
PROD004,2025-07-01,139
PROD004,2025-02-26,104
PROD004,2024-05-15,132
PROD004,23 - August - 2025,105
PROD004,2024-12-24,74
PROD004,2025-05-04,100
PROD004,2025-05-15,111
PROD004,20240910,69
PROD004,2024-01-29,62
PROD004,2024-07-26,95
PROD004,20241202,61
PROD004,2025-07-12,3
PROD004,18 - June - 2024,105
PROD004,2025-09-14,59
PROD004,15 - September - 2024,96
PROD004,2024-01-12,85
PROD004,2025-02-08,70
PROD004,20240404,127
PROD004,2025-02-21,113
PROD004,2024-08-04,123
PROD004,2024-12-13,141
PROD004,2024-03-15,117
PROD004,2024-12-16,84
PROD004,03 - December - 2025,74
PROD004,2024-07-04,77
PROD004,2025-12-21,137
PROD004,2025-12-01,70
PROD004,2025-08-21,64
PROD004,2024-05-07,110
PROD004,25 - December - 2024,84
PROD004,2025-03-05,75
PROD004,2024-12-14,90
PROD004,27 - November - 2025,73
PROD004,20251125,160
PROD004,2024-06-10,126
PROD004,2025-06-25,135
PROD004,2024-07-10,124
PROD004,2025-01-14,99
PROD004,2024-03-05,151
PROD004,2025-06-24,93
PROD004,14 - December - 2024,95
PROD004,20240224,143
PROD004,2024-07-06,139
PROD004,2025-12-05,77
PROD004,2025-07-01,138
PROD004,2025-08-07,112
PROD004,2025-09-21,72
PROD004,24 - August - 2024,63
PROD004,20240321,68
PROD004,2025-04-20,124
PROD004,2025-11-14,77
PROD004,20251023,107
PROD004,2024-08-01,109
PROD004,2024-03-02,79
PROD004,2025-12-29,99
PROD004,2024-09-18,71
PROD004,2024-06-22,93
PROD004,2025-05-06,85
PROD004,2025-02-03,115
PROD004,21 - November - 2024,131
PROD004,2025-01-01,53
PROD004,2024-09-01,66
PROD004,2025-04-14,128
PROD004,2025-11-29,82
PROD004,2025-06-29,148
PROD004,2025-08-13,136
PROD004,2024-11-13,69
PROD004,2025-08-20,110
PROD004,2025-02-23,95
PROD004,2024-09-14,45
PROD004,2024-04-16,71
PROD004,2024-02-19,86
PROD004,21 - September - 2024,41
PROD004,2024-01-11,66
PROD004,03 - June - 2024,107
PROD004,2024-03-29,72
PROD004,2024-07-06,101
PROD004,20241125,93
PROD004,2024-09-07,62
PROD004,2025-09-20,175
PROD004,2025-11-22,129
PROD004,2024-10-18,37
PROD004,2025-02-02,128
PROD004,2024-02-28,78
PROD004,2025-05-21,81
PROD004,2024-02-02,99
PROD004,08 - February - 2025,99
PROD004,20241203,106
PROD004,2024-04-01,113
PROD004,20240915,104
PROD004,2025-03-09,108
PROD004,2025-02-12,144
PROD004,2025-07-17,47
PROD004,20240403,87
PROD004,2025-02-05,98
PROD004,2024-10-05,43
PROD004,2024-12-04,52
PROD004,2024-03-25,51
PROD004,2024-12-05,68
PROD004,2025-09-17,113
PROD004,28 - January - 2024,62
PROD004,2024-08-19,76
PROD004,2025-02-01,98
PROD004,2024-08-14,88
PROD004,2024-01-30,92
PROD004,2024-03-07,125
PROD004,2024-04-24,112
PROD004,2024-10-20,139
PROD004,20240513,59
PROD004,2025-11-26,118
PROD004,2025-06-18,52
PROD004,2025-06-02,42
PROD004,2025-10-03,113
PROD004,24 - May - 2025,110
PROD004,2025-06-27,71
PROD004,2024-12-07,66
PROD004,2024-08-19,109
PROD004,2025-06-04,57
PROD004,2024-05-21,62
PROD004,2025-03-10,95
PROD004,2024-03-25,141
PROD004,2025-09-04,98
PROD004,20240709,-76
PROD004,2025-11-14,113
PROD004,2025-05-02,148
PROD004,2025-01-23,113
PROD004,25 - December - 2024,76
PROD004,2025-04-08,68
PROD004,2024-06-14,169
PROD004,2024-06-24,83
PROD004,2024-11-13,104
PROD004,2025-01-16,127
PROD004,2024-02-11,83
PROD004,2025-09-24,87
PROD004,05 - November - 2025,151
PROD004,2025-05-27,98
PROD004,2024-11-26,122
PROD004,2025-01-22,132
PROD004,2025-11-07,146
PROD004,2025-12-26,115
PROD004,20250227,79
PROD004,2024-12-02,72
PROD004,2025-05-01,145
PROD004,2025-01-23,90
PROD004,2024-06-03,51
PROD004,2024-12-31,180
PROD004,2025-07-09,118
PROD004,2025-07-09,79
PROD004,2025-05-21,96
PROD004,2025-01-08,65
PROD004,2024-03-28,78
PROD004,2024-08-03,56
PROD004,2025-03-01,18
PROD004,2024-09-21,99
PROD004,20241105,125
PROD004,20240205,148
PROD004,2025-03-01,146
PROD004,2025-10-09,115
PROD004,2024-02-13,111
PROD004,2024-08-20,133
PROD004,2024-11-23,61
PROD004,20250721,60
PROD004,2024-07-31,83
PROD004,2024-05-13,82
PROD004,2024-01-12,80
PROD004,2025-06-06,90
PROD004,2024-09-27,98
PROD004,2025-10-22,109
PROD004,2025-01-29,100
PROD004,2025-12-03,80
PROD004,2025-05-25,72
PROD004,2025-12-21,106
PROD004,2024-03-03,138
PROD004,2024-09-22,92
PROD004,20240707,83
PROD004,2024-10-10,92
PROD004,2024-08-11,107
PROD004,2024-07-09,71
PROD004,2024-06-27,58
PROD004,2025-11-19,71
PROD004,2024-12-07,94
PROD004,2024-05-14,78
PROD004,2024-04-01,72
PROD004,10 - June - 2025,85
PROD004,2025-05-17,138
PROD004,2024-10-10,89
PROD004,2025-02-10,65
PROD004,2024-01-30,137
PROD004,2025-09-19,123
PROD004,2024-03-16,101
PROD004,2025-01-19,137
PROD004,2024-08-05,109
PROD004,2024-10-13,109
PROD004,2024-08-28,95
PROD004,2024-11-18,133
PROD004,2025-05-03,60
PROD004,2025-11-19,124
PROD004,20251221,178
PROD004,2025-02-08,133
PROD004,2024-12-20,120
PROD004,2024-05-28,76
PROD004,2025-12-01,158
PROD004,2025-08-08,73
PROD004,2024-06-25,99
PROD004,2025-09-24,101
PROD004,2025-01-09,30
PROD004,16 - March - 2024,108
PROD004,2024-09-10,77
PROD004,2025-06-23,20
PROD004,2024-09-14,124
PROD004,2025-07-03,94
PROD004,2024-01-17,57
PROD004,2025-04-22,124
PROD004,2025-05-22,70
PROD004,2024-10-16,74
PROD004,13 - April - 2025,114
PROD004,2025-10-18,46
PROD004,03 - August - 2024,99
PROD004,2024-03-14,115
PROD004,2024-02-10,63
PROD004,20250907,75
PROD004,22 - June - 2025,106
PROD004,2024-11-13,128
PROD004,20240716,154
PROD004,2024-10-13,138
PROD004,2025-11-14,131
PROD004,2025-03-28,112
PROD004,20240819,74
PROD004,2025-03-11,122
PROD004,2024-10-20,91
PROD004,2024-08-14,66
PROD004,2024-03-22,99
PROD004,2024-09-09,139
PROD004,2025-01-03,63
PROD004,2025-10-13,182
PROD004,2025-02-09,90
PROD004,20250329,69
PROD004,2024-02-03,86
PROD004,2024-03-16,157
PROD004,2025-09-17,81
PROD004,2024-05-09,68
PROD004,2025-11-07,124
PROD004,2024-02-02,127
PROD004,2025-01-16,42
PROD004,2024-08-22,136
PROD004,2025-09-13,101
PROD004,2024-10-14,93
PROD004,2025-05-01,81
PROD004,04 - March - 2025,78
PROD004,2025-12-16,106
PROD004,2024-11-02,73
PROD004,2025-07-10,135
PROD004,2025-04-16,-194
PROD004,2024-04-02,96
PROD004,2025-08-21,160
PROD004,2024-04-11,106
PROD004,2025-02-07,96
PROD004,2025-11-09,114
PROD004,20 - August - 2024,106
PROD004,07 - March - 2024,116
PROD004,2025-03-27,116
PROD004,2025-02-27,84
PROD004,2024-04-12,104
PROD004,2024-11-15,116
PROD004,20251212,-123
PROD004,2024-02-02,67
PROD004,2024-01-27,88
PROD004,2024-07-12,85
PROD004,2024-04-12,54
PROD004,2024-12-22,104
PROD004,2025-09-06,108
PROD004,2025-08-10,145
PROD004,2025-07-04,75
PROD004,20240530,96
PROD004,20240112,133
PROD004,2025-04-14,116
PROD004,2024-06-04,-157
PROD004,18 - December - 2024,110
PROD004,2025-08-25,97
PROD004,2025-07-10,83
PROD004,04 - October - 2024,69
PROD004,2024-12-25,102
PROD004,2024-09-18,87
PROD004,2025-02-14,100
PROD004,2025-07-29,147
PROD004,2025-05-25,110
PROD004,2025-11-17,50
PROD004,2025-05-11,67
PROD004,2024-12-26,96
PROD004,2024-11-17,86
PROD004,2024-08-20,142
PROD004,20240306,97
PROD004,2024-09-10,82
PROD004,2025-02-09,134
PROD004,2024-11-28,99
PROD004,2025-01-15,26
PROD004,2024-03-21,91
PROD004,2024-04-02,115
PROD004,2024-07-19,83
PROD005,2025-11-23,117
PROD005,2025-06-09,129
PROD005,2024-02-04,119
PROD005,2024-01-29,103
PROD005,20240731,102
PROD005,2024-03-25,81
