venta_id,producto_id,fecha_venta,cantidad,cliente_id
VTA01290,PROD003,2024-10-29,5,CL018
VTA01291,PROD003,2025-08-22,1,CL003
VTA01292,PROD003,2024-08-24,6,CL002
VTA01293,PROD003,08 - July - 2024,0,CL015
VTA01294,PROD003,2024-04-18,2,CL008
VTA01295,PROD003,2024-10-22,1,CL014
VTA01296,PROD003,2024-11-01,3,CL020
VTA01297,PROD003,2025-05-28,3,CL013
VTA01298,PROD003,08 - May - 2025,1,CL014
VTA01299,PROD003,29 - April - 2025,0,CL012
VTA01300,PROD003,2024-09-06,3,CL014
VTA01301,PROD003,30 - May - 2025,1,CL011
VTA01302,PROD003,2025-10-31,3,CL017
VTA01303,PROD003,2024-12-23,1,CL001
VTA01304,PROD003,2024-02-24,2,CL018
VTA01305,PROD003,2025-10-09,2,CL008
VTA01306,PROD003,20240508,5,CL009
VTA01307,PROD003,2024-06-03,1,CL006
VTA01308,PROD003,2024-12-11,0,CL012
VTA01309,PROD003,2025-06-27,4,CL018
VTA01310,PROD003,2024-09-29,1,CL004
VTA01311,PROD003,2024-01-30,5,CL010
VTA01312,PROD003,2024-11-24,2,CL017
VTA01313,PROD003,2025-01-10,1,CL018
VTA01314,PROD003,2024-04-17,0,CL001
VTA01315,PROD003,2025-07-03,4,CL005
VTA01316,PROD003,2024-08-06,2,CL010
VTA01317,PROD003,2025-09-27,3,CL004
VTA01318,PROD003,2025-02-25,2,CL003
VTA01319,PROD003,05 - May - 2024,3,CL011
VTA01320,PROD003,2024-08-15,2,CL019
VTA01321,PROD003,2025-10-06,1,CL013
VTA01322,PROD003,2025-05-18,1,CL005
VTA01323,PROD003,2024-01-25,-3,CL019
VTA01324,PROD003,12 - January - 2024,0,CL014
VTA01325,PROD003,2024-11-22,0,CL006
VTA01326,PROD003,2025-11-04,4,CL002
VTA01327,PROD003,2024-04-11,0,CL019
VTA01328,PROD003,20250130,-1,CL002
VTA01329,PROD003,2024-03-04,2,CL014
VTA01330,PROD003,2024-04-28,1,CL019
VTA01331,PROD003,2024-12-04,1,CL002
VTA01332,PROD003,2025-11-03,0,CL004
VTA01333,PROD003,2024-04-03,1,CL018
VTA01334,PROD003,2025-10-13,1,CL011
VTA01335,PROD003,2025-06-04,2,CL013
VTA01336,PROD003,2025-06-08,2,CL003
VTA01337,PROD003,19 - January - 2024,3,CL008
VTA01338,PROD003,20240729,2,CL014
VTA01339,PROD003,2025-11-05,0,CL019
VTA01340,PROD003,2024-07-11,3,CL006
VTA01341,PROD003,2024-04-30,1,CL005
VTA01342,PROD003,2025-12-21,1,CL018
VTA01343,PROD003,2024-07-06,0,CL017
VTA01344,PROD003,20250325,2,CL002
VTA01345,PROD003,2025-11-17,3,CL010
VTA01346,PROD003,2025-02-10,3,CL016
VTA01347,PROD003,20240526,1,CL015
VTA01348,PROD003,2024-11-28,4,CL003
VTA01349,PROD003,2024-04-06,2,CL018
VTA01350,PROD003,2024-03-27,0,CL009
VTA01351,PROD003,2024-07-01,2,CL013
VTA01352,PROD003,2025-04-27,-2,CL012
VTA01353,PROD003,2024-10-20,1,CL004
VTA01354,PROD003,2024-09-18,0,CL011
VTA01355,PROD003,2025-06-30,3,CL004
VTA01356,PROD003,10 - October - 2024,2,CL003
VTA01357,PROD003,2024-03-17,2,CL016
VTA01358,PROD003,2025-02-20,2,CL003
VTA01359,PROD003,2025-09-11,2,CL010
VTA01360,PROD003,2024-08-24,3,CL016
VTA01361,PROD003,04 - August - 2025,3,CL001
VTA01362,PROD003,11 - May - 2025,3,CL006
VTA01363,PROD003,2025-04-17,1,CL019
VTA01364,PROD003,20240817,1,CL008
VTA01365,PROD003,2024-05-03,3,CL019
VTA01366,PROD003,2025-01-07,2,CL010
VTA01367,PROD003,2025-04-17,1,CL013
VTA01368,PROD003,2025-04-01,4,CL006
VTA01369,PROD003,2025-10-14,3,CL007
VTA01370,PROD003,2025-03-04,3,CL019
VTA01371,PROD003,2025-10-15,2,CL011
VTA01372,PROD003,20251029,2,CL005
VTA01373,PROD003,20240603,2,CL003
VTA01374,PROD003,05 - August - 2024,1,CL012
VTA01375,PROD003,2025-03-20,3,CL018
VTA01376,PROD003,20240317,2,CL020
VTA01377,PROD003,2025-07-06,2,CL004
VTA01378,PROD003,2025-09-07,2,CL006
VTA01379,PROD003,26 - March - 2025,5,CL014
VTA01380,PROD003,20240604,0,CL007
VTA01381,PROD003,2025-08-11,2,CL014
VTA01382,PROD003,2025-07-21,2,CL001
VTA01383,PROD003,2024-07-14,0,CL001
VTA01384,PROD003,2024-03-14,1,CL019
VTA01385,PROD003,2024-05-08,4,CL007
VTA01386,PROD003,2025-04-06,2,CL009
VTA01387,PROD003,2024-01-08,2,CL011
VTA01388,PROD003,20241029,3,CL015
VTA01389,PROD003,23 - January - 2025,6,CL006
VTA01390,PROD003,20240207,5,CL020
VTA01391,PROD003,2024-10-25,1,CL012
VTA01392,PROD003,2024-10-10,0,CL007
VTA01393,PROD003,2025-12-03,1,CL018
VTA01394,PROD003,2024-12-30,3,CL007
VTA01395,PROD003,20240816,6,CL013
VTA01396,PROD003,20240710,1,CL012
VTA01397,PROD003,2025-03-20,3,CL009
VTA01398,PROD003,2025-05-19,3,CL017
VTA01399,PROD003,2025-06-01,0,CL015
VTA01400,PROD003,2024-07-03,2,CL019
VTA01401,PROD003,2024-05-12,2,CL019
VTA01402,PROD003,2024-04-02,2,CL019
VTA01403,PROD003,20240319,3,CL006
VTA01404,PROD003,2025-12-18,1,CL015
VTA01405,PROD003,2024-01-05,1,CL012
VTA01406,PROD003,2024-04-18,2,CL006
VTA01407,PROD003,15 - October - 2024,1,CL016
VTA01408,PROD003,2025-07-07,4,CL005
VTA01409,PROD003,2024-10-02,2,CL002
VTA01410,PROD003,2025-09-30,6,CL015
VTA01411,PROD003,2024-08-03,2,CL003
VTA01412,PROD003,2024-09-06,1,CL015
VTA01413,PROD003,2025-03-06,1,CL005
VTA01414,PROD003,2024-03-15,0,CL018
VTA01415,PROD003,20250509,0,CL015
VTA01416,PROD003,2025-05-03,1,CL020
VTA01417,PROD003,2025-07-31,2,CL016
VTA01418,PROD003,2024-07-02,3,CL012
VTA01419,PROD003,2024-01-17,1,CL020
VTA01420,PROD003,2024-12-16,1,CL011
VTA01421,PROD003,2024-02-20,3,CL009
VTA01422,PROD003,2025-03-20,1,CL019
VTA01423,PROD003,20240828,3,CL010
VTA01424,PROD003,2024-11-14,1,CL012
VTA01425,PROD003,2025-08-29,3,CL015
VTA01426,PROD003,2024-04-01,7,CL003
VTA01427,PROD003,2024-10-15,4,CL008
VTA01428,PROD003,2025-01-31,2,CL004
VTA01429,PROD003,20251021,0,CL005
VTA01430,PROD003,2025-08-09,4,CL011
VTA01431,PROD003,2024-04-29,0,CL001
VTA01432,PROD003,2025-07-03,1,CL012
VTA01433,PROD003,20241114,5,CL006
VTA01434,PROD003,2025-01-20,3,CL004
VTA01435,PROD003,20250711,3,CL020
VTA01436,PROD003,2025-05-18,3,CL003
VTA01437,PROD003,2024-04-27,1,CL012
VTA01438,PROD003,2025-08-28,3,CL014
VTA01439,PROD003,18 - March - 2025,0,CL004
VTA01440,PROD003,08 - May - 2024,0,CL008
VTA01441,PROD003,2024-11-24,5,CL020
VTA01442,PROD003,2025-09-13,-1,CL001
VTA01443,PROD003,08 - September - 2024,6,CL005
VTA01444,PROD003,2024-12-11,4,CL013
VTA01445,PROD003,20240813,0,CL011
VTA01446,PROD003,2024-02-03,1,CL013
VTA01447,PROD003,2024-11-24,0,CL015
VTA01448,PROD003,20240222,1,CL010
VTA01449,PROD003,2024-05-11,3,CL007
VTA01450,PROD003,2025-10-16,5,CL016
VTA01451,PROD003,2024-08-28,5,CL015
VTA01452,PROD003,2024-08-03,0,CL018
VTA01453,PROD003,10 - February - 2024,0,CL001
VTA01454,PROD003,2025-07-24,1,CL009
VTA01455,PROD003,2024-11-02,1,CL008
VTA01456,PROD003,2025-01-10,1,CL008
VTA01457,PROD003,2025-10-17,3,CL001
VTA01458,PROD003,20240504,1,CL016
VTA01459,PROD003,2025-12-10,-1,CL017
VTA01460,PROD003,2024-05-15,3,CL018
VTA01461,PROD003,2024-07-11,1,CL005
VTA01462,PROD003,2024-11-07,1,CL004
VTA01463,PROD003,2024-10-12,2,CL011
VTA01464,PROD003,2025-07-28,2,CL020
VTA01465,PROD003,2025-06-19,2,CL008
VTA01466,PROD003,2024-10-17,3,CL015
VTA01467,PROD003,2025-12-01,1,CL010
VTA01468,PROD003,2025-05-11,0,CL009
VTA01469,PROD003,20240504,5,CL011
VTA01470,PROD003,27 - May - 2024,2,CL014
VTA01471,PROD003,2025-09-20,0,CL018
VTA01472,PROD003,26 - April - 2025,1,CL003
VTA01473,PROD003,2025-10-08,1,CL002
VTA01474,PROD003,2025-07-10,3,CL013
VTA01475,PROD003,2025-06-24,2,CL003
VTA01476,PROD003,01 - January - 2024,4,CL009
VTA01477,PROD003,22 - December - 2024,1,CL001
VTA01478,PROD003,21 - February - 2025,5,CL011
VTA01479,PROD003,01 - March - 2025,5,CL015
VTA01480,PROD003,2024-06-24,6,CL013
VTA01481,PROD003,2024-11-01,3,CL001
VTA01482,PROD003,2025-06-08,1,CL012
VTA01483,PROD003,2024-12-30,0,CL004
VTA01484,PROD003,2025-01-27,1,CL003
VTA01485,PROD003,2025-12-11,0,CL019
VTA01486,PROD003,2025-02-08,2,CL014
VTA01487,PROD003,20240216,1,CL003
VTA01488,PROD003,2024-02-13,1,CL019
VTA01489,PROD003,2024-04-14,0,CL011
VTA01490,PROD003,2025-10-05,2,CL005
VTA01491,PROD003,2025-03-18,1,CL002
VTA01492,PROD003,2024-01-09,4,CL009
VTA01493,PROD003,2025-08-27,1,CL005
VTA01494,PROD003,20251023,2,CL012
VTA01495,PROD003,2024-07-30,4,CL005
VTA01496,PROD003,2025-10-19,7,CL011
VTA01497,PROD003,2024-05-08,2,CL007
VTA01498,PROD003,20241216,1,CL015
VTA01499,PROD003,13 - March - 2025,2,CL020
VTA01500,PROD003,2025-07-09,4,CL010
VTA01501,PROD004,2024-06-04,2,CL020
VTA01502,PROD004,2024-04-30,2,CL017
VTA01503,PROD004,2025-10-24,2,CL006
VTA01504,PROD004,2024-04-02,3,CL020
VTA01505,PROD004,2024-08-21,1,CL010
VTA01506,PROD004,2025-06-18,0,CL005
VTA01507,PROD004,2025-12-05,2,CL002
VTA01508,PROD004,2024-12-31,1,CL012
VTA01509,PROD004,2024-07-07,4,CL008
VTA01510,PROD004,2024-04-23,2,CL012
VTA01511,PROD004,2025-04-22,3,CL006
VTA01512,PROD004,2024-04-02,0,CL010
VTA01513,PROD004,2024-10-31,3,CL006
VTA01514,PROD004,2025-01-08,1,CL008
VTA01515,PROD004,2025-11-02,0,CL002
VTA01516,PROD004,2025-02-12,0,CL004
VTA01517,PROD004,2025-06-18,3,CL013
VTA01518,PROD004,2024-01-22,2,CL019
VTA01519,PROD004,2025-03-19,0,CL008
VTA01520,PROD004,26 - July - 2025,3,CL018
VTA01521,PROD004,2025-10-31,0,CL005
VTA01522,PROD004,20251031,1,CL015
VTA01523,PROD004,2024-09-29,1,CL001
VTA01524,PROD004,2025-10-29,2,CL015
VTA01525,PROD004,18 - October - 2024,1,CL012
VTA01526,PROD004,2024-01-08,1,CL012
VTA01527,PROD004,2024-09-23,5,CL009
VTA01528,PROD004,2024-04-17,1,CL006
VTA01529,PROD004,2024-06-06,0,CL012
VTA01530,PROD004,2024-11-19,2,CL016
VTA01531,PROD004,01 - January - 2025,1,CL011
VTA01532,PROD004,2024-10-14,1,CL018
VTA01533,PROD004,20250414,0,CL008
VTA01534,PROD004,2024-09-24,2,CL008
VTA01535,PROD004,2024-07-13,3,CL002
VTA01536,PROD004,2025-02-16,1,CL005
VTA01537,PROD004,2024-06-05,2,CL011
VTA01538,PROD004,2024-01-09,4,CL017
VTA01539,PROD004,10 - May - 2025,2,CL012
VTA01540,PROD004,2024-08-27,3,CL016
VTA01541,PROD004,2024-11-28,3,CL017
VTA01542,PROD004,2024-11-30,4,CL013
VTA01543,PROD004,2025-12-14,0,CL005
VTA01544,PROD004,20240131,3,CL020
VTA01545,PROD004,2024-04-27,0,CL014
VTA01546,PROD004,2024-11-30,2,CL006
VTA01547,PROD004,2025-08-16,0,CL019
VTA01548,PROD004,2025-08-03,0,CL019
VTA01549,PROD004,2025-01-12,2,CL007
VTA01550,PROD004,2024-09-11,3,CL016
VTA01551,PROD004,2025-02-25,3,CL018
VTA01552,PROD004,2024-07-06,1,CL004
VTA01553,PROD004,2025-12-24,2,CL008
VTA01554,PROD004,2025-02-24,3,CL007
VTA01555,PROD004,2025-11-20,3,CL013
VTA01556,PROD004,2025-11-10,2,CL011
VTA01557,PROD004,20250112,4,CL006
VTA01558,PROD004,2024-12-08,2,CL013
VTA01559,PROD004,2025-09-15,1,CL018
VTA01560,PROD004,2024-03-15,2,CL004
VTA01561,PROD004,2025-07-17,1,CL006
VTA01562,PROD004,2024-09-13,4,CL012
VTA01563,PROD004,2025-01-29,2,CL019
VTA01564,PROD004,15 - April - 2025,2,CL007
VTA01565,PROD004,15 - October - 2025,3,CL020
VTA01566,PROD004,2024-07-01,3,CL011
VTA01567,PROD004,2025-04-27,2,CL010
VTA01568,PROD004,2025-12-02,3,CL002
VTA01569,PROD004,01 - February - 2025,2,CL013
VTA01570,PROD004,2024-08-14,2,CL002
VTA01571,PROD004,25 - October - 2025,5,CL001
VTA01572,PROD004,2024-04-06,1,CL011
VTA01573,PROD004,2025-03-29,4,CL009
VTA01574,PROD004,2024-10-24,0,CL002
VTA01575,PROD004,20241201,2,CL015
VTA01576,PROD004,2024-12-08,3,CL020
VTA01577,PROD004,2024-04-21,3,CL014
VTA01578,PROD004,2025-11-11,0,CL019
VTA01579,PROD004,2024-10-01,1,CL003
VTA01580,PROD004,2025-04-05,2,CL013
VTA01581,PROD004,2025-04-08,2,CL011
VTA01582,PROD004,2025-11-07,3,CL003
VTA01583,PROD004,2025-07-06,1,CL008
VTA01584,PROD004,2024-01-14,0,CL012
VTA01585,PROD004,2024-09-01,5,CL014
VTA01586,PROD004,2024-08-12,0,CL015
VTA01587,PROD004,2024-08-10,2,CL008
VTA01588,PROD004,2024-04-04,3,CL019
VTA01589,PROD004,2024-08-04,1,CL008
VTA01590,PROD004,2025-01-15,3,CL017
VTA01591,PROD004,18 - January - 2024,0,CL006
VTA01592,PROD004,2025-08-25,5,CL018
VTA01593,PROD004,2025-01-08,5,CL016
VTA01594,PROD004,2024-03-05,0,CL008
VTA01595,PROD004,2024-02-16,2,CL007
VTA01596,PROD004,2024-09-13,1,CL010
VTA01597,PROD004,2025-02-09,0,CL017
VTA01598,PROD004,2025-11-22,1,CL016
VTA01599,PROD004,2025-03-25,1,CL006
VTA01600,PROD004,20250907,2,CL001
VTA01601,PROD004,20241118,2,CL006
VTA01602,PROD004,2024-08-14,4,CL011
VTA01603,PROD004,2025-03-17,2,CL011
VTA01604,PROD004,2024-09-10,2,CL012
VTA01605,PROD004,2024-05-11,2,CL019
VTA01606,PROD004,2025-08-08,2,CL007
VTA01607,PROD004,2024-05-19,0,CL008
VTA01608,PROD004,2024-12-25,3,CL019
VTA01609,PROD004,2024-08-07,2,CL008
VTA01610,PROD004,2025-08-16,2,CL007
VTA01611,PROD004,2024-01-06,0,CL016
VTA01612,PROD004,20241015,2,CL017
VTA01613,PROD004,2024-10-24,1,CL006
VTA01614,PROD004,2024-03-04,1,CL007
VTA01615,PROD004,20241207,0,CL016
VTA01616,PROD004,2024-04-13,1,CL002
VTA01617,PROD004,2025-03-01,3,CL020
VTA01618,PROD004,2025-08-27,2,CL017
VTA01619,PROD004,2024-07-11,2,CL016
VTA01620,PROD004,2024-05-04,0,CL020
VTA01621,PROD004,2024-01-11,2,CL004
VTA01622,PROD004,20251009,1,CL010
VTA01623,PROD004,2024-10-04,-3,CL001
VTA01624,PROD004,2024-11-22,1,CL013
VTA01625,PROD004,2025-10-25,2,CL001
VTA01626,PROD004,2024-05-31,5,CL010
VTA01627,PROD004,2024-01-06,1,CL014
VTA01628,PROD004,2024-05-16,0,CL020
VTA01629,PROD004,01 - February - 2024,1,CL005
VTA01630,PROD004,2025-03-02,1,CL008
VTA01631,PROD004,2025-01-12,4,CL018
VTA01632,PROD004,2024-01-29,1,CL016
VTA01633,PROD004,2024-02-25,2,CL016
VTA01634,PROD004,20 - July - 2024,1,CL015
VTA01635,PROD004,2025-11-16,1,CL012
VTA01636,PROD004,2025-12-15,1,CL020
VTA01637,PROD004,2024-09-22,3,CL007
VTA01638,PROD004,20240222,0,CL007
VTA01639,PROD004,2024-09-11,2,CL010
VTA01640,PROD004,2025-08-26,0,CL018
VTA01641,PROD004,2024-08-14,3,CL018
VTA01642,PROD004,2025-03-04,1,CL012
VTA01643,PROD004,2024-01-08,3,CL002
VTA01644,PROD004,2024-05-30,3,CL003
VTA01645,PROD004,2024-06-10,2,CL018
VTA01646,PROD004,2024-11-03,0,CL004
VTA01647,PROD004,2024-09-16,2,CL017
VTA01648,PROD004,2025-05-31,2,CL011
VTA01649,PROD004,17 - October - 2024,0,CL002
VTA01650,PROD004,2024-12-23,2,CL007
VTA01651,PROD004,2025-06-22,3,CL017
VTA01652,PROD004,2025-05-30,1,CL015
VTA01653,PROD004,20241209,4,CL004
VTA01654,PROD004,20241008,1,CL011
VTA01655,PROD004,20251028,3,CL003
VTA01656,PROD004,19 - December - 2024,2,CL003
VTA01657,PROD004,2025-01-22,1,CL008
VTA01658,PROD004,2025-11-27,3,CL007
VTA01659,PROD004,2025-04-13,2,CL009
VTA01660,PROD004,2025-03-14,0,CL012
VTA01661,PROD004,09 - June - 2024,4,CL004
VTA01662,PROD004,2025-02-27,1,CL018
VTA01663,PROD004,2024-08-25,1,CL013
VTA01664,PROD004,2025-12-03,-2,CL017
VTA01665,PROD004,2024-03-20,3,CL004
VTA01666,PROD004,2025-06-26,3,CL011
VTA01667,PROD004,2025-10-27,5,CL017
VTA01668,PROD004,2024-07-07,1,CL019
VTA01669,PROD004,2024-07-17,1,CL010
VTA01670,PROD004,2025-06-05,1,CL008
VTA01671,PROD004,2024-05-29,1,CL003
VTA01672,PROD004,2025-09-06,2,CL011
VTA01673,PROD004,2024-01-14,2,CL012
VTA01674,PROD004,2025-01-12,3,CL009
VTA01675,PROD004,2025-11-11,1,CL012
VTA01676,PROD004,2025-02-23,2,CL009
VTA01677,PROD004,2025-02-24,2,CL002
VTA01678,PROD004,2024-09-16,1,CL007
VTA01679,PROD004,11 - May - 2024,2,CL019
VTA01680,PROD004,2025-01-24,1,CL004
VTA01681,PROD004,2024-09-23,4,CL008
VTA01682,PROD004,20250101,0,CL013
VTA01683,PROD004,2025-03-02,0,CL020
VTA01684,PROD004,2025-02-22,5,CL014
VTA01685,PROD004,2024-08-10,1,CL013
VTA01686,PROD004,20251221,1,CL008
VTA01687,PROD004,2024-03-01,3,CL010
VTA01688,PROD004,2024-09-14,3,CL020
VTA01689,PROD004,2025-10-05,-2,CL015
VTA01690,PROD004,2025-10-15,-2,CL001
VTA01691,PROD004,2025-07-30,1,CL015
VTA01692,PROD004,20251224,2,CL017
VTA01693,PROD004,02 - March - 2024,1,CL009
VTA01694,PROD004,2025-12-11,0,CL015
VTA01695,PROD004,20251124,3,CL001
VTA01696,PROD004,2025-02-12,4,CL013
VTA01697,PROD004,2024-05-07,2,CL002
VTA01698,PROD004,2024-07-09,3,CL008
VTA01699,PROD004,2025-02-16,2,CL020
VTA01700,PROD004,2024-05-11,1,CL018
VTA01701,PROD004,2025-08-08,4,CL004
VTA01702,PROD004,2024-10-29,3,CL020
VTA01703,PROD004,2024-05-03,0,CL017
VTA01704,PROD004,20240403,2,CL012
VTA01705,PROD004,03 - June - 2024,0,CL013
VTA01706,PROD004,27 - September - 2025,3,CL015
VTA01707,PROD004,2025-05-16,3,CL015
VTA01708,PROD004,20250728,1,CL014
VTA01709,PROD004,2025-11-16,0,CL020
VTA01710,PROD004,2024-02-27,0,CL004
VTA01711,PROD004,15 - July - 2024,2,CL015
VTA01712,PROD004,2024-09-15,2,CL005
VTA01713,PROD004,31 - July - 2025,4,CL013
VTA01714,PROD004,20250313,1,CL010
VTA01715,PROD004,2025-12-13,1,CL020
VTA01716,PROD004,2024-12-09,2,CL020
VTA01717,PROD004,2025-04-30,3,CL015
VTA01718,PROD004,2024-01-25,2,CL006
VTA01719,PROD004,2024-03-31,4,CL004
VTA01720,PROD004,2024-05-11,5,CL011
VTA01721,PROD004,2025-05-28,2,CL006
VTA01722,PROD004,2024-11-09,5,CL016
VTA01723,PROD004,2025-10-27,3,CL002
VTA01724,PROD004,2025-10-15,3,CL008
VTA01725,PROD004,2025-01-14,1,CL008
VTA01726,PROD004,08 - December - 2024,0,CL007
VTA01727,PROD004,2025-07-06,5,CL013
VTA01728,PROD004,2024-05-17,4,CL015
VTA01729,PROD004,2024-11-26,4,CL006
VTA01730,PROD004,09 - August - 2024,2,CL003
VTA01731,PROD004,2024-07-08,1,CL015
VTA01732,PROD004,2025-07-13,1,CL020
VTA01733,PROD004,2025-07-06,1,CL012
VTA01734,PROD004,20250910,3,CL017
VTA01735,PROD004,23 - January - 2025,2,CL020
VTA01736,PROD004,2024-06-11,1,CL001
VTA01737,PROD004,2024-12-03,2,CL002
VTA01738,PROD004,2024-05-05,0,CL008
VTA01739,PROD004,20240108,3,CL002
VTA01740,PROD004,20250910,3,CL004
VTA01741,PROD004,2024-03-31,4,CL013
VTA01742,PROD004,2024-12-08,5,CL004
VTA01743,PROD004,2024-12-16,1,CL008
VTA01744,PROD004,2025-01-28,1,CL009
VTA01745,PROD004,2025-08-31,3,CL017
VTA01746,PROD004,2024-11-01,2,CL019
VTA01747,PROD004,2024-06-15,3,CL011
VTA01748,PROD004,2025-04-02,3,CL008
VTA01749,PROD004,2024-08-31,-1,CL009
VTA01750,PROD004,2024-05-16,0,CL018
VTA01751,PROD004,2025-10-10,3,CL019
VTA01752,PROD004,2025-06-07,1,CL016
VTA01753,PROD004,2024-04-26,2,CL020
VTA01754,PROD004,2025-12-13,1,CL013
VTA01755,PROD004,2025-12-13,2,CL015
VTA01756,PROD004,2025-05-10,3,CL009
VTA01757,PROD004,2025-05-05,2,CL008
VTA01758,PROD004,20250920,4,CL007
VTA01759,PROD004,02 - February - 2025,1,CL006
VTA01760,PROD004,2025-01-07,0,CL013
VTA01761,PROD004,2025-09-04,6,CL014
VTA01762,PROD004,2025-09-29,0,CL007
VTA01763,PROD004,2025-01-10,2,CL005
VTA01764,PROD004,2024-10-17,2,CL005
VTA01765,PROD004,08 - June - 2025,1,CL017
VTA01766,PROD004,2025-08-29,2,CL017
VTA01767,PROD004,2025-06-30,3,CL014
VTA01768,PROD004,2024-04-14,1,CL012
VTA01769,PROD004,2024-09-15,3,CL015
VTA01770,PROD004,2025-10-27,1,CL002
VTA01771,PROD004,2025-06-04,0,CL013
VTA01772,PROD004,2024-08-13,3,CL011
VTA01773,PROD004,2024-11-07,1,CL013
VTA01774,PROD004,2025-02-07,2,CL007
VTA01775,PROD004,2024-02-13,2,CL013
VTA01776,PROD004,2024-03-05,1,CL018
VTA01777,PROD004,2025-12-29,2,CL009
VTA01778,PROD004,20240413,3,CL014
VTA01779,PROD004,2024-12-25,1,CL014
VTA01780,PROD004,2025-08-22,1,CL008
VTA01781,PROD004,2024-03-14,5,CL014
VTA01782,PROD004,2024-09-03,1,CL006
VTA01783,PROD004,20250102,3,CL019
VTA01784,PROD004,20250721,3,CL003
VTA01785,PROD004,20250825,1,CL005
VTA01786,PROD004,2024-12-28,4,CL008
VTA01787,PROD004,2025-01-01,1,CL019
VTA01788,PROD004,2024-05-22,2,CL018
VTA01789,PROD004,2024-05-09,3,CL004
VTA01790,PROD004,2025-08-25,1,CL006
VTA01791,PROD004,16 - May - 2024,2,CL006
VTA01792,PROD004,2024-09-09,3,CL016
VTA01793,PROD004,2025-04-13,3,CL011
VTA01794,PROD004,15 - April - 2024,4,CL007
VTA01795,PROD004,2024-10-14,8,CL006
VTA01796,PROD004,2024-01-15,4,CL015
VTA01797,PROD004,2024-05-10,0,CL014
VTA01798,PROD004,2025-02-21,2,CL017
VTA01799,PROD004,2024-08-26,4,CL005
VTA01800,PROD004,2024-02-06,1,CL010
VTA01801,PROD004,2025-01-24,1,CL016
VTA01802,PROD004,2024-04-10,1,CL013
VTA01803,PROD004,20241203,2,CL009
VTA01804,PROD004,2024-08-20,3,CL017
VTA01805,PROD004,20240826,3,CL013
VTA01806,PROD004,30 - May - 2025,4,CL003
VTA01807,PROD004,2024-11-21,2,CL008
VTA01808,PROD004,2025-11-26,0,CL017
VTA01809,PROD004,2024-01-03,4,CL009
VTA01810,PROD004,2025-10-22,3,CL014
VTA01811,PROD004,20241020,3,CL002
VTA01812,PROD004,15 - January - 2024,2,CL006
VTA01813,PROD004,2025-01-15,3,CL002
VTA01814,PROD004,2024-09-07,1,CL014
VTA01815,PROD004,23 - November - 2024,3,CL008
VTA01816,PROD004,10 - December - 2024,2,CL006
VTA01817,PROD004,13 - June - 2024,4,CL013
VTA01818,PROD004,26 - May - 2025,2,CL013
VTA01819,PROD004,2024-06-02,2,CL011
VTA01820,PROD004,2025-04-18,5,CL011
VTA01821,PROD004,2025-08-07,1,CL018
VTA01822,PROD004,20240506,1,CL016
VTA01823,PROD004,2024-01-18,1,CL012
VTA01824,PROD004,2025-01-18,2,CL020
VTA01825,PROD004,2025-12-01,3,CL001
VTA01826,PROD004,12 - December - 2024,2,CL019
VTA01827,PROD004,2024-11-30,3,CL005
VTA01828,PROD004,2025-03-14,1,CL014
VTA01829,PROD004,20241209,0,CL002
VTA01830,PROD004,2025-06-03,2,CL007
VTA01831,PROD004,2025-10-25,1,CL011
VTA01832,PROD004,2025-06-30,-4,CL013
VTA01833,PROD004,2024-06-29,2,CL017
VTA01834,PROD004,2025-09-10,2,CL014
VTA01835,PROD004,2025-08-15,1,CL014
VTA01836,PROD004,20240927,1,CL007
VTA01837,PROD004,2024-02-17,2,CL016
VTA01838,PROD004,2024-03-25,3,CL014
VTA01839,PROD004,2024-09-14,4,CL020
VTA01840,PROD004,2025-10-10,2,CL001
VTA01841,PROD004,2025-04-07,4,CL011
VTA01842,PROD004,2024-04-15,2,CL008
VTA01843,PROD004,20240227,1,CL016
VTA01844,PROD004,20241125,0,CL010
VTA01845,PROD004,11 - February - 2025,1,CL014
VTA01846,PROD004,30 - December - 2024,0,CL009
VTA01847,PROD004,2025-05-29,2,CL006
VTA01848,PROD004,20241218,3,CL016
VTA01849,PROD004,2024-01-05,3,CL003
VTA01850,PROD004,2024-08-19,3,CL010
VTA01851,PROD004,2024-09-08,3,CL001
VTA01852,PROD004,2025-05-05,1,CL006
VTA01853,PROD004,2025-01-18,3,CL016
VTA01854,PROD004,2025-07-20,3,CL011
VTA01855,PROD004,2025-04-08,1,CL010
VTA01856,PROD004,2024-12-26,0,CL009
VTA01857,PROD004,20250524,1,CL009
VTA01858,PROD004,2024-03-18,2,CL018
VTA01859,PROD004,2025-01-04,5,CL017
VTA01860,PROD004,20240731,0,CL007
VTA01861,PROD004,2025-05-09,5,CL011
VTA01862,PROD004,2024-03-17,3,CL012
VTA01863,PROD004,2024-03-19,1,CL019
VTA01864,PROD004,2024-05-29,7,CL013
VTA01865,PROD004,31 - January - 2025,0,CL019
VTA01866,PROD004,2024-11-14,2,CL019
VTA01867,PROD004,2024-02-10,2,CL002
VTA01868,PROD004,2025-09-01,2,CL018
VTA01869,PROD004,2024-04-03,2,CL020
VTA01870,PROD004,20241227,1,CL005
VTA01871,PROD004,20240422,1,CL018
VTA01872,PROD004,2025-03-28,1,CL012
VTA01873,PROD004,2024-07-19,3,CL017
VTA01874,PROD004,2024-03-18,3,CL003
